venueid;venuename;address;state;zip;lat;long;wheelchair_accessibility
4b7869adf964a52056cc2ee3;Can Am Pizza;15400 NE 20th St;WA;98007;4.762.948.483;-1.221.350.703;Yes
4b9b0640f964a520b0ec35e3;Q Sports Bar & Grill;8109 Cass Ave;IL;60561;4.174.076.928;-8.797.227.204;Yes
4bb253e5a32876b0d47300fe;Atheneos Greek Village Cafe;1425 Gross Rd #100;TX;75149;327.833;-966.279;Yes
4bc50b6b280eb7136230a713;James at the Mill;3906 Johnson Mill Blvd.;AR;72762;36.137.607;-9.417.902.559;Yes
4c1a78a055e4c9b645cd4723;China Express;1100 S Monroe St;MI;48161;41.906.334;-83.406.676;Yes
4ca64028a643b7131221e7a6;infusion caf«∏;901 E Rollins St;MO;65201;3.894.264.188;-92.326.888;Yes
4d4f15964a38b60c1d93f066;Original Italian Pizza;222 N Massey St;NY;13601;439.782.823;-7.591.487.729;Yes
4d9624c5a2c6548170b6b853;El Delicioso;2500 Beacon Ave S;WA;98144;475.808.697;-1.223.131.967;Yes
4dbed683bd416340861255ec;McDonald's;26 Belden Ave;CT;6850;4.111.607;-734.166.945;Yes
4e540466b0fb6cfefec95ea0;Buona;303 S Weber Rd;IL;60490;4.168.925.816;-8.812.627.316;Yes
4f42aaf8e4b029502b87f258;MTA Bus - S61;\\N;NY;10314;4.057.933.133;-7.416.389.215;Yes
522755dd11d23a29cdffbf57;Ally Comfort Cafe Too;11453 W Oakland Park Blvd;FL;33323;2.616.883.371;-803.009.047;Yes
526964cd498ee6885bc486f6;Rookies;3618 State Road 38 E;IN;47905;4.039.498.517;-8.684.889.742;Yes
532389bf498e06c741c812ba;Hardees;US 45 Bypass;TN;38382;3.597.325.214;-8.893.364.873;Yes
5560d98f498ead568128430f;The Simple Greek;431 Market St;PA;15222;4.044.098.872;-8.000.255.805;Yes
5647ee82498e8bfc0ddef53d;M«≠l«ˇ Project;122 1st Ave;NY;10009;4.072.717.631;-7.398.547.936;Yes
569168b7498ec12f15f1fab9;Mr. Rosewood;10640 Rosecrans Ave;CA;90650;3.390.188.659;-1.181.066.985;Yes
571d0e7a498e8f11032c527b;Mountain Burger;60 E Lakeview Dr;CO;80466;3.996.041.125;-1.055.092.675;Yes
4a135140f964a520d3771fe3;Starbucks;1899 Union St;CA;94123;37.797.642;-122.430.404;Yes
4abd01bbf964a5200a8820e3;Brooklyn Ice Cream Factory;1 Water St;NY;11201;4.070.318.386;-7.399.470.627;Yes
4b099356f964a520bb1923e3;McDonald's;3920 Falls Rd;MD;21211;39.335.621;-7.663.663.924;Yes
4b2a4e55f964a5201ba724e3;The Original Pancake House Delray;1840 S Federal Hwy;FL;33483;2.643.820.459;-8.007.236.979;Yes
4b3b849ff964a520087525e3;Starbucks;84 Mall Rd Ste D;MA;1803;4.248.631.416;-7.121.209.681;Yes
4b439716f964a520d9e325e3;Taco Bell;950 Old Monrovia Rd NW;AL;35806;3.473.850.326;-8.666.187.325;Yes
4b9d41ebf964a520ae9d36e3;Viet-Thai Noodle House;8314 Pineville Matthews Rd;NC;28210;3.509.013.738;-8.085.790.602;Yes
4ba977ccf964a52002293ae3;Chiffonos Bakery;1512 E Champlain Dr Ste 106;CA;93720;3.686.769.749;-1.197.564.504;Yes
4babbb32f964a5208cc43ae3;Premise Maid;10860 Hamilton Blvd;PA;18031;4.054.361;-7.567.911;Yes
4baf7f4af964a520bc043ce3;Archie's;536 City Island Ave;NY;10464;40.853.105;-7.378.965;Yes
4bb683feef159c747e1876f7;Taco Bell;5218 Detroit Rd;OH;44035;4.142.507.063;-8.207.937.241;Yes
4bb7d8f498c7ef3b2f783002;Speed'eez Sports Bar & Grill;1 E Main St;PA;16428;4.221.584.479;-7.983.444.929;Yes
4bd73ef635aad13a147a8ef3;Starbucks;630 Old Country Rd;NY;11530;4.073.867.717;-736.133.498;Yes
4bf86b2d5efe2d7f3ac66a34;Beemers Pub & Grill;310 Main St;MA;1420;4.258.539.868;-7.181.222.204;Yes
4c2eb89f452620a161751c0f;Higo Sushi;722 E Whittier Blvd;CA;90631;3.393.879.533;-1.179.382.968;Yes
4c5ca5ee9b28d13a547d5770;AbbyBank;2405 Schofield Ave;WI;54476;4.490.852.036;-8.959.294.796;Yes
4d27123c915fa093f7d5ef09;Pizza Pi;90 Elm St;CT;6082;41.995.825;-72.580.821;Yes
4d6c507003bf224bedecdc8d;Krav'n Bar & Grill;3512 W 74th St;SD;57108;4.348.564.491;-9.676.907.614;Yes
4dadf84d43a1f97d9180bc33;Marination Station;1401 Broadway;WA;98122;4.761.391;-122.321.265;Yes
4e73cf3a2271ffa4e63183bd;The Smith;956 2nd Ave;NY;10022;4.075.536.822;-7.396.833.025;Yes
4e773e44b3ad783092d44e20;Mobility Freedom;20354 US Highway 27;FL;34715;2.864.205.489;-8.180.223.852;Yes
4f21e671d5fb5420c5d76616;Papa John's Pizza;868 E Tremont Ave;NY;10460;4.084.287.241;-7.388.621.092;Yes
4fc96773e4b0ddddfba3f43e;Time-Out Sports Bar & Grill;6138 W Charleston Blvd;NV;89107;3.615.951.593;-1.152.252.746;Yes
4fe67a8be4b0d55eff42728f;Lavender Lake;383 Carroll St;NY;11231;4.067.855.511;-7.398.975.492;Yes
507c5482e4b0d8cafbd51c42;SUBWAY;7531 N Federal Hwy Ste E5;FL;33487;26.417.126;-80.075.176;Yes
510c6e28e4b0428ecfffbf52;The Sinclair Kitchen;52 Church St;MA;2138;42.374.042;-71.120.784;Yes
518e8296498e86453ba27a09;Watershed Tavern& Brewery;301 Adams Pond Rd;ME;4537;438.812.069;-6.963.360.549;Yes
51e9ebe5498e0c4a2a667c4d;Ozra;806 Stiles St;MD;21202;3.928.654.055;-7.660.322.855;Yes
52be229211d2aabfe6f24d20;Up Thai;1411 2nd Ave;NY;10021;4.076.990.106;-7.395.763.711;Yes
52ec3904498e4e6796d1b39c;NY Jumbo Bagels;1070 2nd Ave;NY;10022;4.075.881.953;-7.396.568.428;Yes
530e6dd3498ef29403c8d8a4;Monster Vape Lounge;2210 W Sunset Blvd;CA;90026;3.407.800.346;-1.182.666.092;Yes
533eda57498e7bf5dc72a977;Sideboard Neighborhood Kitchen and Coffee Bar;90 Railroad Ave;CA;94526;37.823.009;-122.002.383;Yes
540b77ad498eebce78ce21eb;Pitas & Sticks Authentic Greek Grill;321 9th St;NY;11215;4.066.901;-73.985.834;Yes
542718c1498e51a58d4dc9d5;SchillingBridge Cork & Tap House;575 Fallbrook Blvd Ste 109;NE;68521;4.087.721.562;-9.672.700.156;Yes
543dde90498e97d6322d9d0f;Stockyard Burgers and Bones;26 Mill St NE;GA;30060;3.395.333.502;-8.455.093.769;Yes
5470ce01498e6972027ff6cb;Pete's Eats;117 E Church Ave;FL;32750;2.870.853.678;-8.134.020.733;Yes
54b461a2498eca6f7b548348;Dakota Daves Steakhouse & Saloon;\\N;ND;58701;4.821.179.077;-1.012.870.703;Yes
54d8f76f498e249ca40e8547;Umi;525 S Park Ave;FL;32789;2.859.386;-813.509;Yes
54f64dde498e1b0a7973bc48;Wicked Table;38503 W 10 Mile Rd;MI;48335;4.246.773.931;-834.267.885;Yes
5531a0aa498edd66441f5e4a;NOVO Brazil Brewing Co;901 Lane Ave;CA;91914;3.265.217.121;-1.169.615.015;Yes
5623f302498e6ac41047cfae;Mod Pizza;2941 Cochran St #1;CA;93065;34.279.613;-118.739.695;Yes
565e92f3498e5f142e9188f2;Savoy Bar & Grill;3573 Highway 138 SE;GA;30281;33.551.294;-84.274.451;Yes
4ab13798f964a5208e6820e3;Pho Hoa;15169 NE 24th St;WA;98052;47.631.151;-12.213.832;Yes
4af0f73af964a52053e021e3;Starbucks;12850 Memorial Dr;TX;77024;2.977.361.213;-9.556.219.707;Yes
4b05e22ef964a5201ce522e3;Rounding Third;6137 Bluemound Rd;WI;53213;4.303.611.392;-8.799.163.017;Yes
4b3bf55af964a5203c7f25e3;MTA Subway - Bleecker St (6);Bleecker St;NY;10012;4.072.589.282;-7.399.467.945;Yes
4b6a08e5f964a5202fc32be3;Santander Bank;90 Pleasant Valley Street;MA;1844;4.274.391.573;-7.115.552.232;Yes
4b8594a4f964a520bf6631e3;Rosa Parks Hempstead Transit Center;W Columbia St;NY;11550;4.071.245.806;-7.362.543.604;Yes
4b892183f964a5205d1e32e3;Jack in the Box;1518 N 11th Ave;CA;93230;3.634.192.003;-1.196.555.758;Yes
4b9af140f964a52076e535e3;Bill Gray's Henrietta;1225 Jefferson Rd;NY;14623;4.308.659.858;-7.760.201.454;Yes
4b9efc5ff964a5207c0e37e3;Baskin-Robbins;3657 E Foothill Blvd;CA;91107;34.150.864;-118.074.369;Yes
4bc5c78cccbcef3b76ede6d2;Elena's;;TX;78642;3.067.485.539;-979.271.733;Yes
4bc5d40f4a9aa593a0f7067b;Wawa;2126-2132 Lincoln Hwy E;PA;17602;4.002.943.003;-7.623.141.646;Yes
4bdf359fffdec9288f1beba1;SUBWAY;5835 E Los Angeles Ave;CA;93063;3.427.294.649;-1.186.771.421;Yes
4bede5e14daaa593906d8f61;Di Cicco's Italian Restaurant of Merced;3360 N State Highway 59;CA;95348;3.732.568.855;-120.504.151;Yes
4c4bc9665609c9b608159791;Signature Bar & Grill;201 Central Ave N;MN;55021;442.925.293;-9.326.828.802;Yes
4c54d444728920a14e835c83;Room 389;389 Grand Ave;CA;94610;37.808.607;-122.254.277;Yes
4c7e6519b33a224bb8bfda81;Clinton Correctional Facility;1156 Rt 374;NY;12918;4.472.257.983;-7.373.543.662;Yes
4cf30608c9af6dcb6eeca37f;Love's Travel Stop;1010 N Main St;AR;72372;3.498.649.869;-9.090.524.531;Yes
4d7ad1263fbf6dcbb60b6423;Sanctuary Hotel New York;132 W 47th St;NY;10036;40.758.404;-73.983.292;Yes
4fabf6dce4b0afd77fc48dd8;La Carretta - Authentic Mexican Cuisine;3531 Progressive Rd;NE;68434;40.877.045;-971.024;Yes
4fb29f54e4b002c22893b1fd;The Sinclair;52 Church St;MA;2138;4.237.415.815;-71.120.781;Yes
50464683e4b00de70205cec9;Charbar Co;33 Office Park Rd Ste 213;SC;29928;321.520.047;-8.076.693.565;Yes
513518967ab473d825ad2b3f;Westward;2501 N Northlake Way;WA;98103;4.765.183.068;-1.223.286.116;Yes
51378853e4b0f5385cebf358;Popeye's Louisiana Kitchen;3699 N Thanksgiving Way;UT;84043;4.043.286.961;-1.118.947.864;Yes
518028eee4b027f3c68312d7;Bellini Italian Bistro;2302 1st Ave;WA;98121;4.761.362.925;-1.223.468.564;Yes
51cb0b90498e70e1f351ef56;Rude Dog Pub & Eatery;1765 W 3rd Ave;OH;43212;39.985.379;-83.052.876;Yes
5623dcbb498e6d667a30efc0;B Spot Burgers;FirstEnergy Stadium;OH;44114;4.150.601.471;-8.169.949.341;Yes
56c20b3dcd10eae1fedcd1fa;Corner Bakery Cafe;115 W Center St;UT;84057;4.029.681.023;-1.116.982.985;Yes
41b24f80f964a520661e1fe3;Dinosaur Bar-B-Que;700 W 125th St;NY;10027;408.181.508;-7.396.075.959;Yes
4406d3fbf964a52046301fe3;Carmine's Pizzeria;358 Graham Ave;NY;11211;4.071.492.348;-7.394.438.896;Yes
450fa623f964a5206e391fe3;Ritz Cabaret;504 S Broadway;MD;21231;3.928.544.268;-7.659.373.798;Yes
4ad8ca4ef964a520a91421e3;Golden Bear Trading Company;1401 6th Ave;CA;94122;3.776.231.807;-122.462.913;Yes
4aef3d6af964a520d3d621e3;P.F. Chang's;2500 North Mayfair Road;WI;53226;4.306.312.674;-8.804.562.986;Yes
4b709d01f964a5204c252de3;The Meatball Shop;84 Stanton St;NY;10002;4.072.154.512;-7.398.884.243;Yes
4b85e425f964a5202a7831e3;Bonfire's Tortilla Bar;Cashwell Drive;NC;27534;3.537.598.922;-7.794.710.243;Yes
4b9bbbcbf964a5201d1f36e3;Thunderbird Cafe;42 Island Ford Rd;VA;22840;3.837.555.365;-7.872.875.852;Yes
4ba3c5fcf964a520c05d38e3;McDonald's;6401 Burlington Rd;NC;27377;360.635;-7.960.824.788;Yes
4ba68144f964a520f35839e3;Thomas Coyne Winery;2405 Research Dr;CA;94550;3.767.526.115;-1.217.201.042;Yes
4baf88b6f964a52008083ce3;Dunkin' Donuts;12090 Princeton Dr;IL;60142;4.215.271.324;-8.843.390.226;Yes
4cd349b153665481887326ed;Vazzy's Restaurant;513 Broadbridge Rd;CT;6610;4.122.189.243;-7.316.842.973;Yes
4d62aa5fd7206ea89e930df2;Bisher's Quality Meats;2330 California 67;CA;92065;33.027.668;-116.889.388;Yes
4d9e220e7509b1f7359051a0;Slyce Pizza Company;710 Lee St E;WV;25301;3.835.132.429;-8.163.364.475;Yes
4fa98bb0e4b056013166c5f6;Billy's Grill at Badger Hole;1019 15th Ave;WI;54724;4.510.151.894;-9.148.596.575;Yes
4fea5c3f6d863b3c2a00dc8f;BURGERFI;2052 Renaissance Park Place;NC;27513;3.582.736;-78.771.589;Yes
51353b46e4b0c8f0c6d40611;Cinco;7241 W Manchester Ave;CA;90045;3.396.001.137;-1.184.205.118;Yes
519d1a1f498ef887e73e8122;South Gate Brewing Company;40233 Enterprise Dr;CA;93644;3.733.319.516;-1.196.602.861;Yes
525eddf311d2b5ddb1d9dc4f;La Sandwicherie;203 1st St NE;FL;33701;2.777.379;-82.633.943;Yes
52e33faa498e13825975120f;Job Site;1647 Cass St;WI;54302;44.495.303;-87.988.207;Yes
52f0a38d11d26e93917ac460;High Country Market & Cafe;3701 Gattis School Rd;TX;78664;3.049.723.812;-9.761.678.696;Yes
54403f50498e285ae042f293;The Inishmor;20 Main St;CT;6415;4.157.512.986;-723.325.323;Yes
5443e7f9498edf77dae82bfb;Baja Bistro Fresh Mex Grill;1961 Chain Bridge Road;VA;22102;38.917.835;-77.219.711;Yes
55784136498e73508b6cba22;Grace Coffee Cafe Bakery;740 Bypass Rd Ste 4;KY;40391;38.004.909;-84.211.143;Yes
55899e5d498ec32ad3854596;Perfect Potato;172 5th Ave;NY;11217;4.067.747.621;-7.397.983.777;Yes
5626a7a7498e018a4178f301;Bobba Bubble Tea & Smoothies;138 S Broad St;PA;16137;4.113.969.803;-8.015.682.983;Yes
5681deb4498ea6fb6eae5df4;Toscana Italian restaurant;4620 Rogers Ave;AR;72903;3.536.766;-9.438.067;Yes
49d10490f964a520505b1fe3;Starbucks;1799 Fulton St;CA;94117;3.777.573;-122.446.276;Yes
4a297571f964a52093951fe3;Sabrina's Pizzeria;294 Broadway;NY;11211;40.708.474;-7.395.812.094;Yes
4a466252f964a520cca81fe3;California Tortilla;2057 Wilson Blvd;VA;22201;388.917.656;-7.708.439.916;Yes
4ab65d98f964a520bf7620e3;D'Jais Oceanview Bar & Cafe;1803 Ocean Ave;NJ;7719;401.703.231;-7.401.636.109;Yes
4b560838f964a520d5fc27e3;Pret A Manger;400 Park Ave;NY;10022;4.076.001.789;-7.397.198.633;Yes
4b58a915f964a520446428e3;McDonald's;3921 Wheatley Rd;OH;44286;4.122.113.576;-8.162.919.313;Yes
4b59c800f964a520b09728e3;McDonald's;922 E State St;OH;45701;3.933.718.934;-8.206.774.235;Yes
4b91e6e7f964a52088de33e3;Savannah Bar & Grille;30676 Detroit Rd;OH;44145;4.146.203.763;-8.195.955.813;Yes
4b9bc276f964a520fc2136e3;Pioneer Restaurant;306 109th St;TX;76011;32.741.702;-9.705.320.442;Yes
4ba8ecb6f964a5209cfa39e3;Liberty Bell Restaurant;219 Main St;MA;2180;4.248.741.745;-7.110.048.826;Yes
4bae3a3ef964a52038953be3;Wing Warehouse;10223 Northfield Rd;OH;44067;4.133.683.266;-8.152.939.081;Yes
4bbb8ad72d9ea593e2889fce;McAlister's Deli;3620 E Expressway 83;TX;78501;2.619.558.072;-9.826.293.404;Yes
4bfdbadbe529c9284e67bb8c;Balboa Park;1549 El Prado;CA;92101;3.273.119.203;-1.171.503.465;Yes
4c350aabed37a5935af16f03;Mike Hess Brewing;7955 Silverton Ave #1201;CA;92126;3.288.949.786;-1.171.499.741;Yes
4cb0c054ef1b370484af3d00;Shooters Lounge;503 N Prospect Rd;IL;61704;4.048.490.228;-8.894.876.719;Yes
4dba10405da389d2c2339d2a;Daily Press Coffee;505 Franklin Ave;NY;11216;40.681.455;-73.955.674;Yes
4df0eea245ddbf3897d44510;Resorts World Casino - New York City;110-00 Rockaway Blvd;NY;11420;4.067.328.244;-7.383.260.965;Yes
4e1c48afe4cd1f7c5d7e9cd3;FSG Bank: Cleveland Rd;1237 N Glenwood Ave;GA;30721;347.933.122;-8.496.285.439;Yes
4ebc4695cc21ae646a4f9b99;Corkscrew BBQ;26608 Keith Street;TX;77373;3.008.079.092;-9.542.006.869;Yes
4f8900a5e4b0a95f93848724;Howard Johnson;\\N;GA;30813;3.347.559.923;-8.213.015.439;Yes
4fa1527ae4b0e1be2a983826;Walnut Wednesdays;Ralph J Perk Plaza;OH;44114;4.150.235.037;-8.168.590.844;Yes
501d4fb2e4b0cf97af8c62ef;The Restaurant At The Armory (TRATA);145 Culver Rd;NY;14620;4.314.232.976;-7.757.639.627;Yes
513cc869e4b0c2852065b589;Skinny Pancake;1200 Airport Dr;VT;5403;4.446.959.666;-731.551.263;Yes
524dbd2f498ee31ac7093078;Denny's;516 Tyvola Rd;NC;28217;35.163.246;-80.885.524;Yes
5263fa54498e67a4d334d7c0;TeaLicious Cafe;9234 N 1604 West Ste 103;TX;78249;2.955.472.407;-98.664.133;Yes
52b7740e498e5a7da6e75b57;Seoul Korean Bistro;\\N;VA;23462;3.681.173.669;-7.613.857.772;Yes
536022d0498ee42d948449de;The Glass House;5219 Washington Ave;TX;77007;2.977.043.512;-9.541.376.743;Yes
5398f4b2498e709d5ee30829;Granty Hotel Event and Convention Center;\\N;SC;29223;3.407.594.299;-8.094.808.197;Yes
53d07a73498e76c123667250;the anus;\\N;MT;59901;4.820.044.067;-1.143.314.621;Yes
5403e17f498eecf09b33a3f1;Gun's Marine Raider Brewery;1776 Tun Tavern Way;CA;92277;3.414.332.381;-1.161.020.504;Yes
54825275498e76066a05e4ec;Backwoods Bayou;1811 Highway 550 NW;MS;39601;3.162.575.263;-9.054.863.242;Yes
54e637f2498e63d455110abf;BISTRO 24;3570 S. Las Vegas Blvd. Las Vegas;NV;89109;3.611.556.616;-115.173.466;Yes
566b1af4498e9f832b44c80b;Old Towne Eatery;401 Schofer St;MO;65550;3.794.405.257;-9.188.478.336;Yes
56e5b95f498e05377ada0b36;Asian Star;6158 Stage Rd;TN;38134;3.520.483.395;-8.985.816.135;Yes
49ff6b95f964a5201f701fe3;Dutch Kills;27-24 Jackson Ave;NY;11101;4.074.783.094;-7.394.020.424;Yes
4a788af6f964a520d5e51fe3;Crepe Temptations;2575 Judah St;CA;94122;37.761.113;-122.489.827;Yes
4b68a5eaf964a520ca842be3;Mutual of Omaha Bank;12702 Westport Pkwy;NE;68128;4.118.142.609;-9.611.229.947;Yes
4b719f3df964a520b8512de3;McDonald's;1207 E Putnam Ave;CT;6878;4.104.187.276;-735.793.603;Yes
4ba2bb21f964a5205c1438e3;Taco Bell;1889 Bruckner Blvd;NY;10472;4.082.641.223;-7.386.059.705;Yes
4bb7c88e7421a5935c0dc140;Duchess;343 Old Gate Ln;CT;6460;4.123.522;-7.302.640.952;Yes
4be4c2becf200f47f27b123c;Three Brothers Tacos;1760 W Bayshore Rd;CA;94303;3.745.730.341;-1.221.363.895;Yes
4bf725bf5ec320a1168886d3;The Fez;227 Summer St;CT;6901;4.105.485.346;-7.354.072.885;Yes
4cea07c6f1c6236ad7bf68f0;Denny's;9935 OH-41;OH;43160;3.964.659.416;-8.353.824.309;Yes
4de51220d4c0704405a9e6a3;Gino & Joe's Pizza;400 Main St;NY;14202;4.288.525.446;-7.887.497.322;Yes
4fa16659e4b0417723924a2b;Thai Orchids;8058 S 84th St;NE;68128;4.117.714.635;-9.604.519.995;Yes
509430aa7ab4da9e7e862332;Hop Valley Brewing Co.;990 W 1st Ave;OR;97402;4.405.850.595;-1.231.073.856;Yes
50a83155e4b007904b21daaf;Piggyback Tavern;410 Circle Ave;IL;60130;4.187.928.759;-8.780.818.541;Yes
51ae4e342fc67cb5d24bb2e4;Zippy's Hilo;111 E Puainako St;HI;96720;1.969.691.508;-1.550.642.063;Yes
51ed842f498e8270c7d8047a;George's Check Cashing;\\N;PA;19018;3.991.921.172;-7.528.809.049;Yes
51fc88b6498eeeea85299ba4;MTA Bus - B44 / B44 +SelectBusService;\\N;NY;11211;4.070.951.314;-7.395.938.203;Yes
520249fd8bbd2e94c392b108;Lincoln Square Pancake House;2330 N Meridian St;IN;46205;3.979.968.382;-8.615.675.926;Yes
52d1fb2211d27f74b6c62358;Mythic Brewing;150 W Thompson Ln;PA;15009;4.070.495.605;-8.031.331.635;Yes
534f0ae511d2e6421d05221b;M-Brew;177 Vester St;MI;48220;4.246.169.482;-8.313.334.329;Yes
5356ee9f498eed182f8e876f;B Sweet Dessert Bar;2005 Sawtelle Blvd;CA;90025;3.404.072.464;-1.184.434.772;Yes
53e6e08c498ed133e2d39b3c;Big Rob's Pizzeria;13452 Goldenwest St;CA;92683;3.376.683.237;-1.180.063.975;Yes
54175e40498e254e22385b67;Arthur's;\\N;OH;45255;3.907.243.376;-8.432.717.731;Yes
3fd66200f964a520ece91ee3;Punch;913 Broadway;NY;10010;407.396.811;-7.398.966.884;Yes
4137b400f964a520d41a1fe3;Bonfire Lounge;2821 SE Stark St;OR;97214;45.519.385;-1.226.366.753;Yes
4aaac112f964a520375720e3;Islands Restaurant;2441 Fenton Parkway;CA;92108;3.277.918;-11.712.772;Yes
4abbc0caf964a520b48420e3;White Castle;89-03 57th Ave.;NY;11373;4.073.468.149;-73.873.184;Yes
4ad14fdef964a520fddd20e3;Hacienda Colorado;4100 E Mexico Ave;CO;80222;3.968.532.099;-1.049.401.544;Yes
4af35c9ef964a520e6ec21e3;Vino Volo;Marketplace Food Court;PA;19153;3.987.621.703;-7.524.278.641;Yes
4b3e1c41f964a520769825e3;Starbucks;5455 Geary Blvd;CA;94121;37.780.175;-122.478.147;Yes
4b4a40d0f964a520de8026e3;Musketeers Bar & Grill;3027 Brecksville Rd;OH;44286;412.178.994;-8.163.772.722;Yes
4b5b905ef964a520730729e3;Deniro's;9653 Belair Rd;MD;21128;3.941.555.585;-7.646.049.142;Yes
4b672f6ff964a52013402be3;Cafe SFA;611 5th Ave;NY;10022;4.075.832.858;-7.397.719.145;Yes
4b6e0a25f964a52096a52ce3;Fox's Restaurant & Pub;9240 S Cicero Ave;IL;60453;41.724.929;-87.741.382;Yes
4b6ef3e3f964a520e9d22ce3;LIRR - Gibson Station;Gibson Blvd;NY;11581;4.064.922.872;-7.370.183.587;Yes
4b6f0f63f964a5204dda2ce3;Manhasset Delicatessen;435 Plandome Rd;NY;11030;4.079.800.019;-7.369.998.174;Yes
4b748b85f964a5200fe32de3;Panera Bread;267 Plainfield Rd;NH;3784;4.362.616.638;-7.232.372.761;Yes
4b857f4ff964a520be6131e3;Dairy Queen;10503 Gibsonton Dr;FL;33578;2.785.657.003;-8.233.072.083;Yes
4bd3722ab221c9b6ddcdd9d0;Southborough House Of Pizza;5 Main St;MA;1772;4.230.590.736;-715.246.691;Yes
4be17dd18e2962b5ba579b0a;Starbucks;78 E Putnam Ave;CT;6830;41.032.691;-73.625.131;Yes
4bef2edff2712d7f5070fbd8;5 Corners Kitchen;2 School St;MA;1945;4.250.139.352;-7.085.581.406;Yes
4c196e4b838020a1eac6e561;Sipping Streams Tea Company;374 Old Chena Pump Rd;AK;99709;648.482.624;-1.478.678.226;Yes
4c349c8da0ced13a1c69186e;Village Inn;1780 W 5600 S;UT;84067;4.116.224.282;-112.024.177;Yes
4c5f61423986e21e201f924f;SONIC Drive In;500 US Highway 79 N;TX;75652;3.215.604.871;-9.478.319.416;Yes
4c9a6aefeaa5a1430e0dcce4;Royal Thai Bistro;2045 Mildred St W;WA;98466;4.724.143.895;-1.225.259.256;Yes
4d5d45202a31a1cdf20d51f1;Morsels at the Omni;;DC;20008;3.892.282.762;-7.705.389.692;Yes
4dfbf657c65b31579b2cd6c8;Veterans of Foreign Wars Post 3795 San Marcos Memorial VFW;212 W Mission Rd;CA;92069;3.314.350.963;-1.171.653.485;Yes
4f8edf91e4b0d3d2c9e2d71a;Chipotle Mexican Grill;50 California St;CA;94111;3.779.442.545;-1.223.976.605;Yes
528d625e498e2afb493dd196;The Sandlot Bar and Grill;4823 W National Ave;WI;53214;4.301.972.917;-8.797.426.164;Yes
5290e4ad498eecb6c9498212;Peasant Stock;120 Essex St;NY;10002;4.071.943.304;-7.398.778.071;Yes
52bd1220498e3bba80880c0f;Five Guys Burgers and Fries;702 Grand Central Ave;WV;26105;3.930.465.364;-815.489.012;Yes
52c2c2c511d2ad794aebfcd5;Dragonfly Cafe;245 Bloomfield Dr;PA;17543;4.011.372.037;-7.630.746.997;Yes
53c329fa498ec7ea1676a5cb;Baltica;33 25th Ave;CA;94403;37.543.779;-122.306.642;Yes
543949e0498e65a9a0dae815;Jethro's BBQ 'n Bacon Bacon;1480 22nd St;IA;50266;4.159.488.389;-937.364.006;Yes
54414ad0498e3ab129b744a3;Beachbum Berry's Latitude 29;321 N Peters St;LA;70130;2.995.362.902;-9.006.505.819;Yes
5494b648498e68f248765cab;La Forchetta;350 N Main St #6;NJ;7885;4.091.015.574;-7.457.899.755;Yes
56453532498e0c999eb6e3b7;Magnolia Bakery;1450 Ala Moana Blvd;HI;96814;2.129.207.496;-1.578.454.662;Yes
565bd8b2498e3f2925829ba4;Starbucks (in Fred Meyer);6305 Bridgeport Way W;WA;98467;4.720.043.564;-1.225.296.707;Yes
4ad4c00ff964a5203dee20e3;DeLuca's Diner;2015 Penn Ave;PA;15222;4.045.144.377;-7.998.356.981;Yes
4af0e446f964a520eedf21e3;Main Street Pub;11240 University Pkwy;MI;49401;429.730.576;-8.590.648.147;Yes
4b253914f964a520476e24e3;Red Robin Gourmet Burgers;4009 Orange Pl;OH;44122;4.145.171.328;-8.148.887.068;Yes
4b495c67f964a520526e26e3;Geneva Ale House;319 W State St;IL;60134;41.888.135;-8.830.873;Yes
4b4c02aaf964a520faac26e3;Harry Buffalo;18605 Detroit Rd.;OH;44107;4.148.141.282;-81.827.438;Yes
4b93f004f964a5202d5b34e3;McDonald's;2001 Hospital Dr;OH;45103;3.908.257.797;-8.415.010.127;Yes
4ba455d1f964a520cf9638e3;Aposto Pizzeria;76 Raritan Ave;NJ;8904;4.049.807.128;-744.329.637;Yes
4bcb7bc2cc8cd13ac184bfcf;Quiznos;172 Central Park Sq;NM;87544;3.588.328.711;-1.063.007.345;Yes
4bf9386a508c0f471c203f31;McDonald's;1200 W High Ave;OH;44663;4.049.276.816;-8.147.061.288;Yes
4c019a253ab80f472a6d90ff;Lytle Seafoods Oyster Shack;1 Rock View Ln;WA;98550;4.700.458.027;-1.240.030.254;Yes
4c0cf0227189c9285d2bd6b6;Dunkin Donuts;43 S Livingston Ave;NJ;7039;4.079.476.544;-7.431.494.065;Yes
4c2aa2e59a559c7458fe0ce2;Orange Julius;Rte 220 N & Goods LN;PA;16602;4.046.830.257;-7.841.105.461;Yes
4d4b2dcab4a160fc001460da;Gaumenkitzel Restaurant;2121 San Pablo Ave;CA;94702;3.786.735.646;-122.291.387;Yes
4d5c29396f6d6ea8fb1762ec;Burger King;4 Roosevelt Blvd;NJ;8223;3.926.530.979;-7.464.954.187;Yes
4ddc0cd1d4c082f960bdf5be;Dave & Tony's Premium Burger Joint;12766 Olive Blvd;MO;63141;3.867.975;-9.047.242;Yes
4f860f4ce4b0dbe559b3531b;Five Roses Pub;5509 Park Pl;IL;60018;4.197.927.285;-8.786.779.404;Yes
